Close,High,Low,Open,Volume
NIFTYBEES.NS,NIFTYBEES.NS,NIFTYBEES.NS,NIFTYBEES.NS,NIFTYBEES.NS
273.760009765625,273.80999755859375,273.6700134277344,273.79998779296875,6132
273.760009765625,273.8800048828125,273.739990234375,273.75,7595
273.82000732421875,273.8999938964844,273.75,273.8999938964844,11687
273.8599853515625,273.8900146484375,273.79998779296875,273.79998779296875,18689
273.8500061035156,273.8999938964844,273.75,273.8399963378906,17774
273.80999755859375,273.8900146484375,273.80999755859375,273.8699951171875,37453
273.8500061035156,273.8500061035156,273.80999755859375,273.80999755859375,6753
274.1600036621094,274.1600036621094,273.79998779296875,273.8399963378906,27340
274.1000061035156,274.1600036621094,274.0,274.1499938964844,9128
273.8500061035156,274.04998779296875,273.8500061035156,274.04998779296875,14361
273.8900146484375,273.95001220703125,273.79998779296875,273.8699951171875,9635
273.8399963378906,273.8900146484375,273.80999755859375,273.8900146484375,3599
273.8699951171875,273.8900146484375,273.80999755859375,273.8399963378906,2863
273.8699951171875,273.8900146484375,273.82000732421875,273.8699951171875,12660
273.8500061035156,273.8900146484375,273.79998779296875,273.8800048828125,126672
273.70001220703125,273.8399963378906,273.70001220703125,273.8399963378906,19547
273.75,273.75,273.6499938964844,273.70001220703125,20982
273.80999755859375,273.80999755859375,273.6499938964844,273.7099914550781,9111
273.95001220703125,273.95001220703125,273.7699890136719,273.80999755859375,7504
273.989990234375,274.0,273.95001220703125,273.95001220703125,23521
274.0299987792969,274.04998779296875,273.989990234375,273.989990234375,5348
274.0400085449219,274.1000061035156,274.0,274.0299987792969,19113
274.0400085449219,274.0400085449219,274.0,274.0400085449219,5029
274.0299987792969,274.0400085449219,274.0299987792969,274.0400085449219,46474
274.2200012207031,274.2200012207031,274.0400085449219,274.0400085449219,13504
274.2699890136719,274.2699890136719,274.0899963378906,274.1499938964844,16085
274.29998779296875,274.29998779296875,274.20001220703125,274.20001220703125,57679
274.3299865722656,274.3900146484375,274.2900085449219,274.2900085449219,10824
274.5,274.5400085449219,274.3399963378906,274.3399963378906,37119
274.5299987792969,274.55999755859375,274.5,274.55999755859375,5388
274.3999938964844,274.5299987792969,274.3999938964844,274.5299987792969,95605
274.32000732421875,274.4599914550781,274.32000732421875,274.3999938964844,8421
274.4800109863281,274.5,274.3999938964844,274.3999938964844,12363
274.4700012207031,274.4700012207031,274.4700012207031,274.4700012207031,0
