Price,Close,High,Low,Open,Volume
Ticker,^NSEI,^NSEI,^NSEI,^NSEI,^NSEI
Datetime,,,,,
2026-03-10 06:06:00+00:00,24246.650390625,24249.5,24242.5,24248.94921875,0
2026-03-10 06:07:00+00:00,24243.900390625,24249.400390625,24243.900390625,24247.19921875,0
2026-03-10 06:08:00+00:00,24248.19921875,24249.05078125,24242.349609375,24243.44921875,0
2026-03-10 06:09:00+00:00,24252.05078125,24255.05078125,24246.30078125,24248.25,0
2026-03-10 06:10:00+00:00,24252.75,24253.25,24247.94921875,24252.30078125,0
2026-03-10 06:11:00+00:00,24250.55078125,24253.05078125,24247.849609375,24252.94921875,0
2026-03-10 06:12:00+00:00,24253.55078125,24255.30078125,24250.25,24251.150390625,0
2026-03-10 06:13:00+00:00,24253.75,24254.650390625,24250.75,24253.599609375,0
2026-03-10 06:14:00+00:00,24250.099609375,24254.900390625,24249.30078125,24253.94921875,0
2026-03-10 06:15:00+00:00,24246.30078125,24250.5,24241.349609375,24250.0,0
2026-03-10 06:16:00+00:00,24239.55078125,24247.0,24238.25,24246.849609375,0
2026-03-10 06:17:00+00:00,24231.55078125,24239.80078125,24230.849609375,24239.25,0
2026-03-10 06:18:00+00:00,24212.94921875,24232.0,24212.80078125,24231.75,0
2026-03-10 06:19:00+00:00,24208.19921875,24214.400390625,24208.0,24213.099609375,0
2026-03-10 06:20:00+00:00,24203.5,24207.849609375,24201.94921875,24207.44921875,0
2026-03-10 06:21:00+00:00,24196.650390625,24204.30078125,24196.650390625,24204.30078125,0
2026-03-10 06:22:00+00:00,24200.05078125,24201.349609375,24195.69921875,24197.349609375,0
2026-03-10 06:23:00+00:00,24207.05078125,24207.650390625,24199.69921875,24200.400390625,0
2026-03-10 06:24:00+00:00,24213.150390625,24214.599609375,24206.44921875,24207.25,0
2026-03-10 06:25:00+00:00,24219.400390625,24225.25,24214.19921875,24214.30078125,0
2026-03-10 06:26:00+00:00,24199.099609375,24219.650390625,24198.400390625,24219.650390625,0
2026-03-10 06:27:00+00:00,24204.150390625,24208.599609375,24193.900390625,24197.94921875,0
2026-03-10 06:28:00+00:00,24207.44921875,24208.5,24202.25,24204.44921875,0
2026-03-10 06:29:00+00:00,24210.650390625,24215.900390625,24207.650390625,24208.150390625,0
2026-03-10 06:30:00+00:00,24212.80078125,24212.849609375,24207.94921875,24210.80078125,0
2026-03-10 06:31:00+00:00,24216.150390625,24217.099609375,24212.400390625,24212.94921875,0
2026-03-10 06:32:00+00:00,24218.44921875,24222.75,24215.94921875,24216.5,0
2026-03-10 06:33:00+00:00,24218.19921875,24220.19921875,24217.55078125,24220.099609375,0
2026-03-10 06:34:00+00:00,24214.150390625,24219.05078125,24212.5,24218.650390625,0
2026-03-10 06:35:00+00:00,24220.19921875,24220.94921875,24212.94921875,24214.44921875,0
2026-03-10 06:36:00+00:00,24217.94921875,24223.25,24216.400390625,24221.599609375,0
2026-03-10 06:37:00+00:00,24229.19921875,24229.19921875,24218.150390625,24218.150390625,0
2026-03-10 06:38:00+00:00,24212.69921875,24229.44921875,24206.25,24229.44921875,0
2026-03-10 06:39:00+00:00,24205.30078125,24217.5,24205.30078125,24213.650390625,0
2026-03-10 06:40:00+00:00,24208.80078125,24208.80078125,24199.19921875,24205.349609375,0
2026-03-10 06:41:00+00:00,24213.25,24213.900390625,24208.349609375,24208.69921875,0
2026-03-10 06:42:00+00:00,24211.099609375,24215.900390625,24209.900390625,24213.25,0
2026-03-10 06:43:00+00:00,24198.150390625,24211.0,24198.150390625,24210.30078125,0
2026-03-10 06:44:00+00:00,24172.5,24201.099609375,24172.5,24200.55078125,0
2026-03-10 06:45:00+00:00,24176.900390625,24185.099609375,24149.94921875,24173.099609375,0
