timestamp,open,high,low,close,volume,price,interval,provider,symbol,source,exchange_segment,security_id,instrument,open_interest,is_closed
2026-03-30 04:50:00,22555.3008,22564.5508,22537.6504,22544.3496,0,22544.3496,5m,YAHOO,^NSEI,YAHOO_DOWNLOAD,,,,0,True
2026-03-30 04:55:00,22542.6504,22564.0,22534.75,22534.75,0,22534.75,5m,YAHOO,^NSEI,YAHOO_DOWNLOAD,,,,0,True
2026-03-30 05:00:00,22535.4492,22540.25,22519.1992,22529.1504,0,22529.1504,5m,YAHOO,^NSEI,YAHOO_DOWNLOAD,,,,0,True
2026-03-30 05:05:00,22528.5,22549.5,22526.25,22538.3008,0,22538.3008,5m,YAHOO,^NSEI,YAHOO_DOWNLOAD,,,,0,True
2026-03-30 05:10:00,22538.8496,22554.5996,22512.25,22514.5508,0,22514.5508,5m,YAHOO,^NSEI,YAHOO_DOWNLOAD,,,,0,True
2026-03-30 05:15:00,22513.3008,22535.0508,22509.4492,22527.3496,0,22527.3496,5m,YAHOO,^NSEI,YAHOO_DOWNLOAD,,,,0,True
2026-03-30 05:20:00,22528.0,22538.3008,22491.4004,22493.3496,0,22493.3496,5m,YAHOO,^NSEI,YAHOO_DOWNLOAD,,,,0,True
2026-03-30 05:25:00,22493.25,22524.1992,22478.3496,22490.1992,0,22490.1992,5m,YAHOO,^NSEI,YAHOO_DOWNLOAD,,,,0,True
2026-03-30 05:30:00,22489.5996,22509.0508,22483.6504,22504.3008,0,22504.3008,5m,YAHOO,^NSEI,YAHOO_DOWNLOAD,,,,0,True
2026-03-30 05:35:00,22503.4492,22509.3008,22472.3008,22472.3008,0,22472.3008,5m,YAHOO,^NSEI,YAHOO_DOWNLOAD,,,,0,True
2026-03-30 05:40:00,22471.4492,22482.0996,22454.0,22478.5508,0,22478.5508,5m,YAHOO,^NSEI,YAHOO_DOWNLOAD,,,,0,True
2026-03-30 05:45:00,22479.25,22483.5,22466.9004,22481.3008,0,22481.3008,5m,YAHOO,^NSEI,YAHOO_DOWNLOAD,,,,0,True
2026-03-30 05:50:00,22480.3496,22486.8496,22467.5,22482.3496,0,22482.3496,5m,YAHOO,^NSEI,YAHOO_DOWNLOAD,,,,0,True
2026-03-30 05:55:00,22481.25,22488.25,22465.8008,22468.1992,0,22468.1992,5m,YAHOO,^NSEI,YAHOO_DOWNLOAD,,,,0,True
2026-03-30 06:00:00,22468.0996,22506.3008,22457.3496,22503.8008,0,22503.8008,5m,YAHOO,^NSEI,YAHOO_DOWNLOAD,,,,0,True
2026-03-30 06:05:00,22503.3008,22535.8008,22503.1992,22516.25,0,22516.25,5m,YAHOO,^NSEI,YAHOO_DOWNLOAD,,,,0,True
2026-03-30 06:10:00,22515.0508,22519.1504,22484.75,22486.6504,0,22486.6504,5m,YAHOO,^NSEI,YAHOO_DOWNLOAD,,,,0,True
2026-03-30 06:15:00,22485.6992,22485.6992,22460.4004,22464.5508,0,22464.5508,5m,YAHOO,^NSEI,YAHOO_DOWNLOAD,,,,0,True
2026-03-30 06:20:00,22465.0508,22480.25,22453.1504,22478.5996,0,22478.5996,5m,YAHOO,^NSEI,YAHOO_DOWNLOAD,,,,0,True
2026-03-30 06:25:00,22477.6992,22489.8496,22468.1504,22484.0,0,22484.0,5m,YAHOO,^NSEI,YAHOO_DOWNLOAD,,,,0,True
2026-03-30 06:30:00,22483.1504,22560.5996,22480.3008,22549.3496,0,22549.3496,5m,YAHOO,^NSEI,YAHOO_DOWNLOAD,,,,0,True
2026-03-30 06:35:00,22549.0508,22594.5,22545.6504,22558.3008,0,22558.3008,5m,YAHOO,^NSEI,YAHOO_DOWNLOAD,,,,0,True
2026-03-30 06:40:00,22557.5508,22578.0996,22553.8008,22567.0996,0,22567.0996,5m,YAHOO,^NSEI,YAHOO_DOWNLOAD,,,,0,True
2026-03-30 06:45:00,22566.9004,22577.4492,22550.8496,22555.3008,0,22555.3008,5m,YAHOO,^NSEI,YAHOO_DOWNLOAD,,,,0,True
2026-03-30 06:50:00,22555.3496,22594.0996,22531.0508,22531.3008,0,22531.3008,5m,YAHOO,^NSEI,YAHOO_DOWNLOAD,,,,0,True
2026-03-30 06:55:00,22531.1504,22534.5996,22502.8496,22519.1504,0,22519.1504,5m,YAHOO,^NSEI,YAHOO_DOWNLOAD,,,,0,True
2026-03-30 07:00:00,22519.8496,22523.5,22508.0,22517.4004,0,22517.4004,5m,YAHOO,^NSEI,YAHOO_DOWNLOAD,,,,0,True
2026-03-30 07:05:00,22516.6504,22569.4492,22514.0508,22565.5996,0,22565.5996,5m,YAHOO,^NSEI,YAHOO_DOWNLOAD,,,,0,True
2026-03-30 07:10:00,22564.6504,22579.3008,22555.8008,22557.0508,0,22557.0508,5m,YAHOO,^NSEI,YAHOO_DOWNLOAD,,,,0,True
2026-03-30 07:15:00,22557.3496,22560.6992,22530.5508,22530.5508,0,22530.5508,5m,YAHOO,^NSEI,YAHOO_DOWNLOAD,,,,0,True
2026-03-30 07:20:00,22530.0996,22533.0508,22484.0508,22503.9492,0,22503.9492,5m,YAHOO,^NSEI,YAHOO_DOWNLOAD,,,,0,True
2026-03-30 07:25:00,22501.75,22506.6992,22491.75,22505.8008,0,22505.8008,5m,YAHOO,^NSEI,YAHOO_DOWNLOAD,,,,0,True
2026-03-30 07:30:00,22506.0996,22511.4004,22486.1504,22491.3496,0,22491.3496,5m,YAHOO,^NSEI,YAHOO_DOWNLOAD,,,,0,True
2026-03-30 07:35:00,22490.8496,22504.9004,22485.3496,22495.8008,0,22495.8008,5m,YAHOO,^NSEI,YAHOO_DOWNLOAD,,,,0,True
2026-03-30 07:40:00,22495.3008,22506.9492,22481.4492,22499.1992,0,22499.1992,5m,YAHOO,^NSEI,YAHOO_DOWNLOAD,,,,0,True
2026-03-30 07:45:00,22498.5508,22516.3496,22479.0996,22484.9492,0,22484.9492,5m,YAHOO,^NSEI,YAHOO_DOWNLOAD,,,,0,True
2026-03-30 07:50:00,22485.3008,22495.0508,22482.1992,22484.3496,0,22484.3496,5m,YAHOO,^NSEI,YAHOO_DOWNLOAD,,,,0,True
2026-03-30 07:55:00,22484.25,22486.4004,22456.5508,22476.4492,0,22476.4492,5m,YAHOO,^NSEI,YAHOO_DOWNLOAD,,,,0,True
2026-03-30 08:00:00,22476.1992,22486.0508,22464.0508,22485.8008,0,22485.8008,5m,YAHOO,^NSEI,YAHOO_DOWNLOAD,,,,0,True
2026-03-30 08:05:00,22485.5996,22502.0996,22474.25,22493.6504,0,22493.6504,5m,YAHOO,^NSEI,YAHOO_DOWNLOAD,,,,0,True
2026-03-30 08:10:00,22494.3496,22500.5,22454.8496,22462.0508,0,22462.0508,5m,YAHOO,^NSEI,YAHOO_DOWNLOAD,,,,0,True
2026-03-30 08:15:00,22461.1504,22468.1504,22446.6992,22448.0,0,22448.0,5m,YAHOO,^NSEI,YAHOO_DOWNLOAD,,,,0,True
2026-03-30 08:20:00,22445.5508,22452.9004,22420.5,22422.0996,0,22422.0996,5m,YAHOO,^NSEI,YAHOO_DOWNLOAD,,,,0,True
2026-03-30 08:25:00,22420.9492,22441.5996,22420.1504,22428.8008,0,22428.8008,5m,YAHOO,^NSEI,YAHOO_DOWNLOAD,,,,0,True
2026-03-30 08:30:00,22428.0996,22487.1992,22423.75,22462.3008,0,22462.3008,5m,YAHOO,^NSEI,YAHOO_DOWNLOAD,,,,0,True
2026-03-30 08:35:00,22461.1992,22475.8496,22449.4492,22449.4492,0,22449.4492,5m,YAHOO,^NSEI,YAHOO_DOWNLOAD,,,,0,True
2026-03-30 08:40:00,22449.0508,22451.9004,22419.1504,22420.5,0,22420.5,5m,YAHOO,^NSEI,YAHOO_DOWNLOAD,,,,0,True
2026-03-30 08:45:00,22420.1992,22425.3496,22409.5996,22411.5508,0,22411.5508,5m,YAHOO,^NSEI,YAHOO_DOWNLOAD,,,,0,True
2026-03-30 08:50:00,22412.3496,22431.8496,22383.4492,22388.0,0,22388.0,5m,YAHOO,^NSEI,YAHOO_DOWNLOAD,,,,0,True
2026-03-30 08:55:00,22386.0,22394.4004,22376.3496,22378.0508,0,22378.0508,5m,YAHOO,^NSEI,YAHOO_DOWNLOAD,,,,0,True
2026-03-30 09:00:00,22376.5508,22410.5996,22360.6504,22362.5,0,22362.5,5m,YAHOO,^NSEI,YAHOO_DOWNLOAD,,,,0,True
2026-03-30 09:05:00,22361.4004,22378.5,22352.1992,22362.9004,0,22362.9004,5m,YAHOO,^NSEI,YAHOO_DOWNLOAD,,,,0,True
2026-03-30 09:10:00,22363.4492,22383.9004,22358.6992,22366.8008,0,22366.8008,5m,YAHOO,^NSEI,YAHOO_DOWNLOAD,,,,0,True
2026-03-30 09:15:00,22365.5996,22383.4004,22341.0,22362.0,0,22362.0,5m,YAHOO,^NSEI,YAHOO_DOWNLOAD,,,,0,True
2026-03-30 09:20:00,22361.3496,22376.9004,22344.6992,22348.5,0,22348.5,5m,YAHOO,^NSEI,YAHOO_DOWNLOAD,,,,0,True
2026-03-30 09:25:00,22347.6992,22357.8008,22338.3008,22349.9492,0,22349.9492,5m,YAHOO,^NSEI,YAHOO_DOWNLOAD,,,,0,True
2026-03-30 09:30:00,22348.5,22348.5,22285.5508,22291.1992,0,22291.1992,5m,YAHOO,^NSEI,YAHOO_DOWNLOAD,,,,0,True
2026-03-30 09:35:00,22291.1992,22307.6992,22289.0996,22299.4004,0,22299.4004,5m,YAHOO,^NSEI,YAHOO_DOWNLOAD,,,,0,True
2026-03-30 09:40:00,22297.0996,22342.0,22295.4492,22335.5996,0,22335.5996,5m,YAHOO,^NSEI,YAHOO_DOWNLOAD,,,,0,True
2026-03-30 09:45:00,22335.4492,22356.5508,22325.1504,22341.8008,0,22341.8008,5m,YAHOO,^NSEI,YAHOO_DOWNLOAD,,,,0,True
2026-03-30 09:50:00,22342.3008,22381.25,22341.8496,22377.4492,0,22377.4492,5m,YAHOO,^NSEI,YAHOO_DOWNLOAD,,,,0,True
2026-03-30 09:55:00,22376.0,22391.0,22359.1504,22379.1992,0,22379.1992,5m,YAHOO,^NSEI,YAHOO_DOWNLOAD,,,,0,True
2026-04-01 03:45:00,22878.9004,22894.6992,22811.4004,22887.0,0,22887.0,5m,YAHOO,^NSEI,YAHOO_DOWNLOAD,,,,0,True
2026-04-01 03:50:00,22888.5996,22902.4004,22872.5508,22899.5508,0,22899.5508,5m,YAHOO,^NSEI,YAHOO_DOWNLOAD,,,,0,True
2026-04-01 03:55:00,22900.0,22930.1504,22898.25,22929.75,0,22929.75,5m,YAHOO,^NSEI,YAHOO_DOWNLOAD,,,,0,True
2026-04-01 04:00:00,22928.5508,22936.9004,22845.4492,22854.5,0,22854.5,5m,YAHOO,^NSEI,YAHOO_DOWNLOAD,,,,0,True
2026-04-01 04:05:00,22853.25,22854.0,22824.1504,22828.0996,0,22828.0996,5m,YAHOO,^NSEI,YAHOO_DOWNLOAD,,,,0,True
2026-04-01 04:10:00,22828.5,22873.6992,22827.4004,22854.9492,0,22854.9492,5m,YAHOO,^NSEI,YAHOO_DOWNLOAD,,,,0,True
2026-04-01 04:15:00,22851.4492,22898.0996,22848.5,22897.5508,0,22897.5508,5m,YAHOO,^NSEI,YAHOO_DOWNLOAD,,,,0,True
2026-04-01 04:20:00,22897.75,22932.0996,22896.1992,22915.1504,0,22915.1504,5m,YAHOO,^NSEI,YAHOO_DOWNLOAD,,,,0,True
2026-04-01 04:25:00,22914.9492,22919.0996,22885.0,22893.1504,0,22893.1504,5m,YAHOO,^NSEI,YAHOO_DOWNLOAD,,,,0,True
2026-04-01 04:30:00,22892.9004,22941.0,22890.4492,22927.1504,0,22927.1504,5m,YAHOO,^NSEI,YAHOO_DOWNLOAD,,,,0,True
2026-04-01 04:35:00,22927.5508,22932.0,22905.0996,22906.8008,0,22906.8008,5m,YAHOO,^NSEI,YAHOO_DOWNLOAD,,,,0,True
2026-04-01 04:40:00,22907.4492,22907.4492,22862.5508,22868.8496,0,22868.8496,5m,YAHOO,^NSEI,YAHOO_DOWNLOAD,,,,0,True
2026-04-01 04:45:00,22867.9004,22878.8496,22857.4004,22871.1504,0,22871.1504,5m,YAHOO,^NSEI,YAHOO_DOWNLOAD,,,,0,True
2026-04-01 04:50:00,22871.6992,22879.4492,22822.0508,22828.3496,0,22828.3496,5m,YAHOO,^NSEI,YAHOO_DOWNLOAD,,,,0,True
2026-04-01 04:55:00,22827.8496,22828.1504,22772.0996,22796.5,0,22796.5,5m,YAHOO,^NSEI,YAHOO_DOWNLOAD,,,,0,True
2026-04-01 05:00:00,22797.0996,22816.3008,22778.3496,22796.0,0,22796.0,5m,YAHOO,^NSEI,YAHOO_DOWNLOAD,,,,0,True
2026-04-01 05:05:00,22796.4004,22816.4004,22796.1504,22813.8008,0,22813.8008,5m,YAHOO,^NSEI,YAHOO_DOWNLOAD,,,,0,True
2026-04-01 05:10:00,22813.1504,22815.0,22787.3496,22807.5,0,22807.5,5m,YAHOO,^NSEI,YAHOO_DOWNLOAD,,,,0,True
2026-04-01 05:15:00,22808.5996,22820.25,22791.9004,22797.1504,0,22797.1504,5m,YAHOO,^NSEI,YAHOO_DOWNLOAD,,,,0,True
2026-04-01 05:20:00,22797.5996,22802.0508,22783.4492,22789.8496,0,22789.8496,5m,YAHOO,^NSEI,YAHOO_DOWNLOAD,,,,0,True
2026-04-01 05:25:00,22791.5,22791.5,22769.6992,22770.75,0,22770.75,5m,YAHOO,^NSEI,YAHOO_DOWNLOAD,,,,0,True
2026-04-01 05:30:00,22771.3496,22771.3496,22744.5,22749.0996,0,22749.0996,5m,YAHOO,^NSEI,YAHOO_DOWNLOAD,,,,0,True
2026-04-01 05:35:00,22748.6992,22786.0,22738.5996,22770.5508,0,22770.5508,5m,YAHOO,^NSEI,YAHOO_DOWNLOAD,,,,0,True
2026-04-01 05:40:00,22771.1992,22791.6504,22758.0996,22763.75,0,22763.75,5m,YAHOO,^NSEI,YAHOO_DOWNLOAD,,,,0,True
2026-04-01 05:45:00,22763.5508,22767.5508,22747.6992,22767.1992,0,22767.1992,5m,YAHOO,^NSEI,YAHOO_DOWNLOAD,,,,0,True
2026-04-01 05:50:00,22766.8008,22782.8008,22764.9004,22781.6504,0,22781.6504,5m,YAHOO,^NSEI,YAHOO_DOWNLOAD,,,,0,True
2026-04-01 05:55:00,22781.5,22800.6504,22781.5,22790.0996,0,22790.0996,5m,YAHOO,^NSEI,YAHOO_DOWNLOAD,,,,0,True
2026-04-01 06:00:00,22788.8496,22811.6504,22786.4492,22798.5,0,22798.5,5m,YAHOO,^NSEI,YAHOO_DOWNLOAD,,,,0,True
2026-04-01 06:05:00,22797.6504,22814.3496,22788.8496,22813.4492,0,22813.4492,5m,YAHOO,^NSEI,YAHOO_DOWNLOAD,,,,0,True
2026-04-01 06:10:00,22813.5,22822.6504,22798.1992,22799.1504,0,22799.1504,5m,YAHOO,^NSEI,YAHOO_DOWNLOAD,,,,0,True
2026-04-01 06:15:00,22797.6504,22798.6504,22743.6504,22754.0996,0,22754.0996,5m,YAHOO,^NSEI,YAHOO_DOWNLOAD,,,,0,True
2026-04-01 06:20:00,22751.9492,22765.0,22742.5996,22745.5996,0,22745.5996,5m,YAHOO,^NSEI,YAHOO_DOWNLOAD,,,,0,True
2026-04-01 06:25:00,22743.1992,22778.1504,22736.9492,22775.9004,0,22775.9004,5m,YAHOO,^NSEI,YAHOO_DOWNLOAD,,,,0,True
2026-04-01 06:30:00,22774.0996,22841.1504,22774.0996,22838.75,0,22838.75,5m,YAHOO,^NSEI,YAHOO_DOWNLOAD,,,,0,True
2026-04-01 06:35:00,22834.5508,22842.4004,22827.0,22839.1504,0,22839.1504,5m,YAHOO,^NSEI,YAHOO_DOWNLOAD,,,,0,True
2026-04-01 06:40:00,22837.8008,22864.5996,22828.1504,22859.3008,0,22859.3008,5m,YAHOO,^NSEI,YAHOO_DOWNLOAD,,,,0,True
2026-04-01 06:45:00,22857.75,22864.1992,22834.6992,22837.75,0,22837.75,5m,YAHOO,^NSEI,YAHOO_DOWNLOAD,,,,0,True
2026-04-01 06:50:00,22836.3008,22841.9492,22825.5508,22831.4004,0,22831.4004,5m,YAHOO,^NSEI,YAHOO_DOWNLOAD,,,,0,True
2026-04-01 06:55:00,22829.5508,22836.9492,22817.8496,22832.8008,0,22832.8008,5m,YAHOO,^NSEI,YAHOO_DOWNLOAD,,,,0,True
2026-04-01 07:00:00,22831.0,22847.4004,22824.25,22829.5,0,22829.5,5m,YAHOO,^NSEI,YAHOO_DOWNLOAD,,,,0,True
2026-04-01 07:05:00,22827.9492,22842.6992,22816.5508,22842.5,0,22842.5,5m,YAHOO,^NSEI,YAHOO_DOWNLOAD,,,,0,True
2026-04-01 07:10:00,22841.5508,22856.3496,22829.5508,22834.5996,0,22834.5996,5m,YAHOO,^NSEI,YAHOO_DOWNLOAD,,,,0,True
2026-04-01 07:15:00,22834.9492,22881.0996,22833.8496,22868.6504,0,22868.6504,5m,YAHOO,^NSEI,YAHOO_DOWNLOAD,,,,0,True
2026-04-01 07:20:00,22868.4492,22875.5508,22860.4004,22873.5508,0,22873.5508,5m,YAHOO,^NSEI,YAHOO_DOWNLOAD,,,,0,True
2026-04-01 07:25:00,22873.0508,22874.3496,22855.6992,22862.0508,0,22862.0508,5m,YAHOO,^NSEI,YAHOO_DOWNLOAD,,,,0,True
2026-04-01 07:30:00,22862.0996,22873.5996,22855.5,22864.5996,0,22864.5996,5m,YAHOO,^NSEI,YAHOO_DOWNLOAD,,,,0,True
2026-04-01 07:35:00,22864.9004,22878.5508,22862.0996,22869.1504,0,22869.1504,5m,YAHOO,^NSEI,YAHOO_DOWNLOAD,,,,0,True
2026-04-01 07:40:00,22868.9492,22883.4004,22842.6992,22883.3008,0,22883.3008,5m,YAHOO,^NSEI,YAHOO_DOWNLOAD,,,,0,True
2026-04-01 07:45:00,22883.1992,22897.9492,22839.8496,22843.0,0,22843.0,5m,YAHOO,^NSEI,YAHOO_DOWNLOAD,,,,0,True
2026-04-01 07:50:00,22843.0,22843.5,22805.5996,22810.5996,0,22810.5996,5m,YAHOO,^NSEI,YAHOO_DOWNLOAD,,,,0,True
2026-04-01 07:55:00,22810.5508,22812.4492,22795.0,22807.9492,0,22807.9492,5m,YAHOO,^NSEI,YAHOO_DOWNLOAD,,,,0,True
2026-04-01 08:00:00,22808.3496,22808.3496,22760.0996,22776.75,0,22776.75,5m,YAHOO,^NSEI,YAHOO_DOWNLOAD,,,,0,True
2026-04-01 08:05:00,22776.25,22776.3496,22748.5,22764.75,0,22764.75,5m,YAHOO,^NSEI,YAHOO_DOWNLOAD,,,,0,True
2026-04-01 08:10:00,22763.9004,22763.9004,22649.75,22675.1504,0,22675.1504,5m,YAHOO,^NSEI,YAHOO_DOWNLOAD,,,,0,True
2026-04-01 08:15:00,22674.8496,22720.5,22658.6992,22703.1992,0,22703.1992,5m,YAHOO,^NSEI,YAHOO_DOWNLOAD,,,,0,True
2026-04-01 08:20:00,22702.4492,22708.5996,22691.5,22697.9492,0,22697.9492,5m,YAHOO,^NSEI,YAHOO_DOWNLOAD,,,,0,True
2026-04-01 08:25:00,22697.5508,22725.9004,22690.5,22703.6504,0,22703.6504,5m,YAHOO,^NSEI,YAHOO_DOWNLOAD,,,,0,True
2026-04-01 08:30:00,22703.75,22730.5,22688.1992,22720.8008,0,22720.8008,5m,YAHOO,^NSEI,YAHOO_DOWNLOAD,,,,0,True
2026-04-01 08:35:00,22720.6504,22739.8496,22715.4492,22737.25,0,22737.25,5m,YAHOO,^NSEI,YAHOO_DOWNLOAD,,,,0,True
2026-04-01 08:40:00,22739.0,22756.5996,22727.9004,22753.0,0,22753.0,5m,YAHOO,^NSEI,YAHOO_DOWNLOAD,,,,0,True
2026-04-01 08:45:00,22754.3496,22756.8008,22723.75,22742.0508,0,22742.0508,5m,YAHOO,^NSEI,YAHOO_DOWNLOAD,,,,0,True
2026-04-01 08:50:00,22741.3496,22743.0996,22709.9492,22723.4004,0,22723.4004,5m,YAHOO,^NSEI,YAHOO_DOWNLOAD,,,,0,True
2026-04-01 08:55:00,22723.1504,22736.0,22717.0,22733.4004,0,22733.4004,5m,YAHOO,^NSEI,YAHOO_DOWNLOAD,,,,0,True
2026-04-01 09:00:00,22734.5508,22734.9004,22704.4492,22709.1504,0,22709.1504,5m,YAHOO,^NSEI,YAHOO_DOWNLOAD,,,,0,True
2026-04-01 09:05:00,22708.25,22709.3496,22665.1992,22667.75,0,22667.75,5m,YAHOO,^NSEI,YAHOO_DOWNLOAD,,,,0,True
2026-04-01 09:10:00,22666.1992,22678.5508,22641.4004,22662.6504,0,22662.6504,5m,YAHOO,^NSEI,YAHOO_DOWNLOAD,,,,0,True
2026-04-01 09:15:00,22660.5996,22662.5,22619.0508,22641.1992,0,22641.1992,5m,YAHOO,^NSEI,YAHOO_DOWNLOAD,,,,0,True
2026-04-01 09:20:00,22640.9004,22666.75,22629.8008,22657.1992,0,22657.1992,5m,YAHOO,^NSEI,YAHOO_DOWNLOAD,,,,0,True
2026-04-01 09:25:00,22656.8008,22685.3496,22644.8496,22647.8008,0,22647.8008,5m,YAHOO,^NSEI,YAHOO_DOWNLOAD,,,,0,True
2026-04-01 09:30:00,22651.25,22692.5508,22651.25,22676.75,0,22676.75,5m,YAHOO,^NSEI,YAHOO_DOWNLOAD,,,,0,True
2026-04-01 09:35:00,22676.9492,22684.4004,22669.9004,22682.0996,0,22682.0996,5m,YAHOO,^NSEI,YAHOO_DOWNLOAD,,,,0,True
2026-04-01 09:40:00,22682.75,22691.3008,22670.0508,22671.6504,0,22671.6504,5m,YAHOO,^NSEI,YAHOO_DOWNLOAD,,,,0,True
2026-04-01 09:45:00,22671.0996,22688.5,22668.5996,22681.0996,0,22681.0996,5m,YAHOO,^NSEI,YAHOO_DOWNLOAD,,,,0,True
2026-04-01 09:50:00,22681.25,22683.9004,22672.9492,22683.5,0,22683.5,5m,YAHOO,^NSEI,YAHOO_DOWNLOAD,,,,0,True
2026-04-01 09:55:00,22683.5508,22706.3008,22674.5996,22703.1504,0,22703.1504,5m,YAHOO,^NSEI,YAHOO_DOWNLOAD,,,,0,True
2026-04-02 03:45:00,22383.4004,22383.4004,22209.5,22228.0,0,22228.0,5m,YAHOO,^NSEI,YAHOO_DOWNLOAD,,,,0,True
2026-04-02 03:50:00,22226.3496,22255.9492,22215.5996,22252.1504,0,22252.1504,5m,YAHOO,^NSEI,YAHOO_DOWNLOAD,,,,0,True
2026-04-02 03:55:00,22251.4492,22261.5996,22236.3496,22245.5508,0,22245.5508,5m,YAHOO,^NSEI,YAHOO_DOWNLOAD,,,,0,True
2026-04-02 04:00:00,22244.4492,22268.75,22239.4492,22255.4004,0,22255.4004,5m,YAHOO,^NSEI,YAHOO_DOWNLOAD,,,,0,True
2026-04-02 04:05:00,22255.4004,22290.75,22244.0,22251.4492,0,22251.4492,5m,YAHOO,^NSEI,YAHOO_DOWNLOAD,,,,0,True
2026-04-02 04:10:00,22249.9004,22278.0996,22244.0,22262.5508,0,22262.5508,5m,YAHOO,^NSEI,YAHOO_DOWNLOAD,,,,0,True
2026-04-02 04:15:00,22264.4492,22273.1992,22227.3496,22235.6504,0,22235.6504,5m,YAHOO,^NSEI,YAHOO_DOWNLOAD,,,,0,True
2026-04-02 04:20:00,22235.6992,22241.6992,22212.6992,22221.1504,0,22221.1504,5m,YAHOO,^NSEI,YAHOO_DOWNLOAD,,,,0,True
2026-04-02 04:25:00,22220.8008,22227.5508,22205.8496,22206.5,0,22206.5,5m,YAHOO,^NSEI,YAHOO_DOWNLOAD,,,,0,True
2026-04-02 04:30:00,22206.8008,22229.8008,22190.4492,22215.0996,0,22215.0996,5m,YAHOO,^NSEI,YAHOO_DOWNLOAD,,,,0,True
2026-04-02 04:35:00,22216.0996,22216.0996,22184.6992,22186.4004,0,22186.4004,5m,YAHOO,^NSEI,YAHOO_DOWNLOAD,,,,0,True
2026-04-02 04:40:00,22186.3496,22236.6504,22183.3008,22234.3496,0,22234.3496,5m,YAHOO,^NSEI,YAHOO_DOWNLOAD,,,,0,True
2026-04-02 04:45:00,22234.5,22234.5,22190.6504,22205.3496,0,22205.3496,5m,YAHOO,^NSEI,YAHOO_DOWNLOAD,,,,0,True
2026-04-02 04:50:00,22206.5508,22226.5,22189.4492,22191.3008,0,22191.3008,5m,YAHOO,^NSEI,YAHOO_DOWNLOAD,,,,0,True
2026-04-02 04:55:00,22189.75,22221.4004,22188.9492,22217.6504,0,22217.6504,5m,YAHOO,^NSEI,YAHOO_DOWNLOAD,,,,0,True
2026-04-02 05:00:00,22216.8496,22229.0,22208.5,22214.0,0,22214.0,5m,YAHOO,^NSEI,YAHOO_DOWNLOAD,,,,0,True
2026-04-02 05:05:00,22213.4004,22224.3496,22206.8008,22221.3496,0,22221.3496,5m,YAHOO,^NSEI,YAHOO_DOWNLOAD,,,,0,True
2026-04-02 05:10:00,22219.9492,22236.1992,22215.0996,22221.4004,0,22221.4004,5m,YAHOO,^NSEI,YAHOO_DOWNLOAD,,,,0,True
2026-04-02 05:15:00,22221.1992,22225.0996,22189.4492,22206.3496,0,22206.3496,5m,YAHOO,^NSEI,YAHOO_DOWNLOAD,,,,0,True
2026-04-02 05:20:00,22204.8496,22237.4492,22199.25,22226.5996,0,22226.5996,5m,YAHOO,^NSEI,YAHOO_DOWNLOAD,,,,0,True
2026-04-02 05:25:00,22225.5996,22249.5,22220.3008,22243.6992,0,22243.6992,5m,YAHOO,^NSEI,YAHOO_DOWNLOAD,,,,0,True
